,Unnamed: 0,ipere,feuillet,rang,ch_id,sdomi100,xdomi,ydomi,perslogi,autologi,srdomi,age,genre,permis,p_statut,p_mobil,hrede,motif,xorig,yorig,sorig100,srorig,xdest,ydest,sdest100,srdest,faclog,facper,f_menage,f_pers,f_chaine,mode,nb_bo,nb_depl,nb_lieux,ch_motif,ch_duree,ch_type_ind,ch_type_ouv,ch_type_fer,ch_type_simp,ch_type_comp,ch_mono_bo,ch_multi_bo,ch_contraint,ch_n_contraint,walkscore,bikescore,transitscore,children,drivers,retired
13637,1799,257097,1156418,2,1.0,310,316678,5042655,2,1,4620855.03,64,2,1,4,1,1415,3,316763,5043204,310,4620855.03,316678,5042655,310,4620855.03,13.93,16.38,,,,MARCHE,1.0,2.0,2.0,LS,45.0,0.0,,1.0,1.0,,1.0,,,1.0,58.0,71.0,-1.0,0,2,1
13638,1800,257204,1156510,1,1.0,310,316634,5044694,4,2,4620854.02,34,2,1,1,1,700,6,316634,5044694,310,4620854.02,316498,5042536,310,4620855.03,24.2,19.36,T,T,T,AC,3.0,6.0,4.0,TR,555.0,0.0,,1.0,,1.0,,1.0,1.0,,9.0,68.0,-1.0,2,2,0
13639,1801,257205,1156510,1,1.0,310,316634,5044694,4,2,4620854.02,34,2,1,1,1,715,6,316498,5042536,310,4620855.03,316371,5042612,310,4620855.03,24.2,19.36,,,,AC,3.0,6.0,4.0,TR,555.0,0.0,,1.0,,1.0,,1.0,1.0,,9.0,68.0,-1.0,2,2,0
13640,1802,257206,1156510,1,1.0,310,316634,5044694,4,2,4620854.02,34,2,1,1,1,725,1,316371,5042612,310,4620855.03,303308,5027877,543,4620828.04,24.2,19.36,,,,AC,3.0,6.0,4.0,TR,555.0,0.0,,1.0,,1.0,,1.0,1.0,,9.0,68.0,-1.0,2,2,0
13641,1803,257207,1156510,1,1.0,310,316634,5044694,4,2,4620854.02,34,2,1,1,1,1530,6,303308,5027877,543,4620828.04,316371,5042612,310,4620855.03,24.2,19.36,,,,AC,3.0,6.0,4.0,TR,555.0,0.0,,1.0,,1.0,,1.0,1.0,,9.0,68.0,-1.0,2,2,0
13642,1804,257208,1156510,1,1.0,310,316634,5044694,4,2,4620854.02,34,2,1,1,1,1600,6,316371,5042612,310,4620855.03,316498,5042536,310,4620855.03,24.2,19.36,,,,AC,3.0,6.0,4.0,TR,555.0,0.0,,1.0,,1.0,,1.0,1.0,,9.0,68.0,-1.0,2,2,0
13643,1805,257209,1156510,1,1.0,310,316634,5044694,4,2,4620854.02,34,2,1,1,1,1615,3,316498,5042536,310,4620855.03,316634,5044694,310,4620854.02,24.2,19.36,,,,AC,3.0,6.0,4.0,TR,555.0,0.0,,1.0,,1.0,,1.0,1.0,,9.0,68.0,-1.0,2,2,0
13644,1806,257210,1156510,2,1.0,310,316634,5044694,4,2,4620854.02,36,1,1,1,1,630,1,316634,5044694,310,4620854.02,285168,5035374,130,4620433.0,24.2,26.19,,T,T,AC,1.0,2.0,2.0,TR,570.0,0.0,,1.0,1.0,,1.0,,1.0,,9.0,68.0,-1.0,2,2,0
13645,1807,257211,1156510,2,1.0,310,316634,5044694,4,2,4620854.02,36,1,1,1,1,1600,3,285168,5035374,130,4620433.0,316634,5044694,310,4620854.02,24.2,26.19,,,,AC,1.0,2.0,2.0,TR,570.0,0.0,,1.0,1.0,,1.0,,1.0,,9.0,68.0,-1.0,2,2,0
13646,1808,257212,1156510,3,1.0,310,316634,5044694,4,2,4620854.02,5,1,5,3,1,700,2,316634,5044694,310,4620854.02,316498,5042536,310,4620855.03,24.2,17.11,,T,T,AP,1.0,2.0,2.0,ET,555.0,0.0,,1.0,1.0,,1.0,,1.0,,9.0,68.0,-1.0,2,2,0
13647,1809,257213,1156510,3,1.0,310,316634,5044694,4,2,4620854.02,5,1,5,3,1,1615,3,316498,5042536,310,4620855.03,316634,5044694,310,4620854.02,24.2,17.11,,,,AP,1.0,2.0,2.0,ET,555.0,0.0,,1.0,1.0,,1.0,,1.0,,9.0,68.0,-1.0,2,2,0
13648,1810,257214,1156510,4,,310,316634,5044694,4,2,4620854.02,3,1,5,6,3,0,7,0,0,0,,0,0,0,,24.2,26.15,,T,,,,,,,,,,,,,,,,,9.0,68.0,-1.0,2,2,0
13649,1811,257865,1156968,1,1.0,310,316202,5043248,4,3,4620855.01,48,1,1,1,1,800,1,316202,5043248,310,4620855.01,321494,5024458,511,4590202.0,29.81,30.9,T,T,T,AC,1.0,2.0,2.0,TR,480.0,0.0,,1.0,1.0,,1.0,,1.0,,36.0,64.0,-1.0,1,3,0
13650,1812,257866,1156968,1,1.0,310,316202,5043248,4,3,4620855.01,48,1,1,1,1,1600,3,321494,5024458,511,4590202.0,316202,5043248,310,4620855.01,29.81,30.9,,,,AC,1.0,2.0,2.0,TR,480.0,0.0,,1.0,1.0,,1.0,,1.0,,36.0,64.0,-1.0,1,3,0
13651,1813,257867,1156968,1,2.0,310,316202,5043248,4,3,4620855.01,48,1,1,1,1,1900,5,316202,5043248,310,4620855.01,314308,5040611,310,4620855.01,29.81,30.9,,,T,AC,1.0,2.0,2.0,MA,90.0,0.0,,1.0,1.0,,1.0,,,1.0,36.0,64.0,-1.0,1,3,0
13652,1814,257868,1156968,1,2.0,310,316202,5043248,4,3,4620855.01,48,1,1,1,1,2030,3,314308,5040611,310,4620855.01,316202,5043248,310,4620855.01,29.81,30.9,,,,AC,1.0,2.0,2.0,MA,90.0,0.0,,1.0,1.0,,1.0,,,1.0,36.0,64.0,-1.0,1,3,0
13653,1815,257869,1156968,2,1.0,310,316202,5043248,4,3,4620855.01,47,2,1,1,1,730,6,316202,5043248,310,4620855.01,306056,5040889,303,4620872.0,29.81,28.32,,T,T,AC,2.0,4.0,3.0,TR,555.0,0.0,,1.0,,1.0,,1.0,1.0,,36.0,64.0,-1.0,1,3,0
13654,1816,257870,1156968,2,1.0,310,316202,5043248,4,3,4620855.01,47,2,1,1,1,750,1,306056,5040889,303,4620872.0,312360,5039218,307,4620857.08,29.81,28.32,,,,AC,2.0,4.0,3.0,TR,555.0,0.0,,1.0,,1.0,,1.0,1.0,,36.0,64.0,-1.0,1,3,0
13655,1817,257871,1156968,2,1.0,310,316202,5043248,4,3,4620855.01,47,2,1,1,1,1630,6,312360,5039218,307,4620857.08,306056,5040889,303,4620872.0,29.81,28.32,,,,AC,2.0,4.0,3.0,TR,555.0,0.0,,1.0,,1.0,,1.0,1.0,,36.0,64.0,-1.0,1,3,0
13656,1818,257872,1156968,2,1.0,310,316202,5043248,4,3,4620855.01,47,2,1,1,1,1645,3,306056,5040889,303,4620872.0,316202,5043248,310,4620855.01,29.81,28.32,,,,AC,2.0,4.0,3.0,TR,555.0,0.0,,1.0,,1.0,,1.0,1.0,,36.0,64.0,-1.0,1,3,0
13657,1819,257873,1156968,2,2.0,310,316202,5043248,4,3,4620855.01,47,2,1,1,1,1900,5,316202,5043248,310,4620855.01,314308,5040611,310,4620855.01,29.81,28.32,,,T,AP,1.0,2.0,2.0,MA,90.0,0.0,,1.0,1.0,,1.0,,,1.0,36.0,64.0,-1.0,1,3,0
13658,1820,257874,1156968,2,2.0,310,316202,5043248,4,3,4620855.01,47,2,1,1,1,2030,3,314308,5040611,310,4620855.01,316202,5043248,310,4620855.01,29.81,28.32,,,,AP,1.0,2.0,2.0,MA,90.0,0.0,,1.0,1.0,,1.0,,,1.0,36.0,64.0,-1.0,1,3,0
13659,1821,257875,1156968,3,1.0,310,316202,5043248,4,3,4620855.01,17,2,2,3,1,730,2,316202,5043248,310,4620855.01,306056,5040889,303,4620872.0,29.81,29.59,,T,T,AP,1.0,2.0,2.0,ET,555.0,0.0,,1.0,1.0,,1.0,,1.0,,36.0,64.0,-1.0,1,3,0
13660,1822,257876,1156968,3,1.0,310,316202,5043248,4,3,4620855.01,17,2,2,3,1,1645,3,306056,5040889,303,4620872.0,316202,5043248,310,4620855.01,29.81,29.59,,,,AP,1.0,2.0,2.0,ET,555.0,0.0,,1.0,1.0,,1.0,,1.0,,36.0,64.0,-1.0,1,3,0
13661,1823,257877,1156968,4,1.0,310,316202,5043248,4,3,4620855.01,21,1,1,1,1,800,1,316202,5043248,310,4620855.01,302028,5026553,543,4620828.03,29.81,35.94,,T,T,AC,1.0,2.0,2.0,TR,540.0,0.0,,1.0,1.0,,1.0,,1.0,,36.0,64.0,-1.0,1,3,0
13662,1824,257878,1156968,4,1.0,310,316202,5043248,4,3,4620855.01,21,1,1,1,1,1700,3,302028,5026553,543,4620828.03,316202,5043248,310,4620855.01,29.81,35.94,,,,AC,1.0,2.0,2.0,TR,540.0,0.0,,1.0,1.0,,1.0,,1.0,,36.0,64.0,-1.0,1,3,0
13663,1825,258075,1157095,1,1.0,310,316499,5045117,2,2,4620854.02,53,1,1,1,1,640,1,316499,5045117,310,4620854.02,299955,5040244,101,4620062.0,17.27,14.5,T,T,T,PR,1.0,2.0,2.0,TR,530.0,0.0,,1.0,1.0,,1.0,,1.0,,2.0,54.0,-1.0,0,2,0
13664,1826,258076,1157095,1,1.0,310,316499,5045117,2,2,4620854.02,53,1,1,1,1,1530,3,299955,5040244,101,4620062.0,316499,5045117,310,4620854.02,17.27,14.5,,,,PR,1.0,2.0,2.0,TR,530.0,0.0,,1.0,1.0,,1.0,,1.0,,2.0,54.0,-1.0,0,2,0
13665,1827,258077,1157095,2,1.0,310,316499,5045117,2,2,4620854.02,53,2,1,1,1,640,1,316499,5045117,310,4620854.02,295285,5039571,105,4620116.0,17.27,17.21,,T,T,KR,1.0,2.0,2.0,TR,620.0,0.0,,1.0,1.0,,1.0,,1.0,,2.0,54.0,-1.0,0,2,0
13666,1828,258078,1157095,2,1.0,310,316499,5045117,2,2,4620854.02,53,2,1,1,1,1700,3,295285,5039571,105,4620116.0,316499,5045117,310,4620854.02,17.27,17.21,,,,TC,1.0,2.0,2.0,TR,620.0,0.0,,1.0,1.0,,1.0,,1.0,,2.0,54.0,-1.0,0,2,0
13667,1829,258604,1157442,1,1.0,310,317559,5042081,4,2,4620855.03,44,2,1,1,1,745,1,317559,5042081,310,4620855.03,307008,5041087,303,4620872.0,24.13,26.8,T,T,T,AC,1.0,3.0,3.0,TR,525.0,0.0,,1.0,,1.0,1.0,,1.0,,40.0,73.0,-1.0,2,2,0
13668,1830,258605,1157442,1,1.0,310,317559,5042081,4,2,4620855.03,44,2,1,1,1,1100,1,307008,5041087,303,4620872.0,310127,5040910,307,4620857.11,24.13,26.8,,,,AC,1.0,3.0,3.0,TR,525.0,0.0,,1.0,,1.0,1.0,,1.0,,40.0,73.0,-1.0,2,2,0
13669,1831,258606,1157442,1,1.0,310,317559,5042081,4,2,4620855.03,44,2,1,1,1,1630,3,310127,5040910,307,4620857.11,317559,5042081,310,4620855.03,24.13,26.8,,,,AC,1.0,3.0,3.0,TR,525.0,0.0,,1.0,,1.0,1.0,,1.0,,40.0,73.0,-1.0,2,2,0
13670,1832,258607,1157442,2,1.0,310,317559,5042081,4,2,4620855.03,44,1,1,1,1,700,1,317559,5042081,310,4620855.03,310127,5040910,307,4620857.11,24.13,23.65,,T,T,AC,1.0,2.0,2.0,TR,540.0,0.0,,1.0,1.0,,1.0,,1.0,,40.0,73.0,-1.0,2,2,0
13671,1833,258608,1157442,2,1.0,310,317559,5042081,4,2,4620855.03,44,1,1,1,1,1600,3,310127,5040910,307,4620857.11,317559,5042081,310,4620855.03,24.13,23.65,,,,AC,1.0,2.0,2.0,TR,540.0,0.0,,1.0,1.0,,1.0,,1.0,,40.0,73.0,-1.0,2,2,0
13672,1834,258609,1157442,3,1.0,310,317559,5042081,4,2,4620855.03,12,1,5,3,1,830,2,317559,5042081,310,4620855.03,331707,5049165,524,4620930.04,24.13,22.71,,T,T,BS,1.0,2.0,2.0,ET,495.0,0.0,,1.0,1.0,,1.0,,1.0,,40.0,73.0,-1.0,2,2,0
13673,1835,258610,1157442,3,1.0,310,317559,5042081,4,2,4620855.03,12,1,5,3,1,1645,3,331707,5049165,524,4620930.04,317559,5042081,310,4620855.03,24.13,22.71,,,,BS,1.0,2.0,2.0,ET,495.0,0.0,,1.0,1.0,,1.0,,1.0,,40.0,73.0,-1.0,2,2,0
13674,1836,258611,1157442,4,1.0,310,317559,5042081,4,2,4620855.03,10,1,5,3,1,800,2,317559,5042081,310,4620855.03,317426,5042776,310,4620855.03,24.13,22.71,,T,T,MARCHE,1.0,2.0,2.0,ET,345.0,0.0,,1.0,1.0,,1.0,,1.0,,40.0,73.0,-1.0,2,2,0
13675,1837,258612,1157442,4,1.0,310,317559,5042081,4,2,4620855.03,10,1,5,3,1,1345,3,317426,5042776,310,4620855.03,317559,5042081,310,4620855.03,24.13,22.71,,,,AP,1.0,2.0,2.0,ET,345.0,0.0,,1.0,1.0,,1.0,,1.0,,40.0,73.0,-1.0,2,2,0
13676,1838,260226,1158578,1,1.0,310,316149,5043262,4,3,4620855.01,57,2,1,5,1,945,6,316149,5043262,310,4620855.01,309663,5037880,307,4620858.02,27.16,29.86,T,T,T,AC,1.0,3.0,3.0,LS,225.0,0.0,,1.0,,1.0,1.0,,,1.0,36.0,64.0,-1.0,1,3,0
13677,1839,260227,1158578,1,1.0,310,316149,5043262,4,3,4620855.01,57,2,1,5,1,1045,4,309663,5037880,307,4620858.02,320382,5042362,522,4620853.03,27.16,29.86,,,,AC,1.0,3.0,3.0,LS,225.0,0.0,,1.0,,1.0,1.0,,,1.0,36.0,64.0,-1.0,1,3,0
13678,1840,260228,1158578,1,1.0,310,316149,5043262,4,3,4620855.01,57,2,1,5,1,1330,3,320382,5042362,522,4620853.03,316149,5043262,310,4620855.01,27.16,29.86,,,,AC,1.0,3.0,3.0,LS,225.0,0.0,,1.0,,1.0,1.0,,,1.0,36.0,64.0,-1.0,1,3,0
13679,1841,260229,1158578,1,2.0,310,316149,5043262,4,3,4620855.01,57,2,1,5,1,1630,5,316149,5043262,310,4620855.01,316959,5043109,310,4620855.03,27.16,29.86,,,T,AC,1.0,2.0,2.0,MA,60.0,0.0,,1.0,1.0,,1.0,,,1.0,36.0,64.0,-1.0,1,3,0
13680,1842,260230,1158578,1,2.0,310,316149,5043262,4,3,4620855.01,57,2,1,5,1,1730,3,316959,5043109,310,4620855.03,316149,5043262,310,4620855.01,27.16,29.86,,,,AC,1.0,2.0,2.0,MA,60.0,0.0,,1.0,1.0,,1.0,,,1.0,36.0,64.0,-1.0,1,3,0
13681,1843,260231,1158578,2,1.0,310,316149,5043262,4,3,4620855.01,56,1,1,1,1,745,1,316149,5043262,310,4620855.01,299207,5040450,101,4620062.0,27.16,20.71,,T,T,PR,1.0,2.0,2.0,TR,540.0,0.0,,1.0,1.0,,1.0,,1.0,,36.0,64.0,-1.0,1,3,0
13682,1844,260232,1158578,2,1.0,310,316149,5043262,4,3,4620855.01,56,1,1,1,1,1645,3,299207,5040450,101,4620062.0,316149,5043262,310,4620855.01,27.16,20.71,,,,PR,1.0,2.0,2.0,TR,540.0,0.0,,1.0,1.0,,1.0,,1.0,,36.0,64.0,-1.0,1,3,0
13683,1845,260233,1158578,3,1.0,310,316149,5043262,4,3,4620855.01,24,2,1,3,1,1500,1,316149,5043262,310,4620855.01,303823,5043982,301,4620884.02,27.16,23.75,,T,T,AC,1.0,2.0,2.0,TR,360.0,0.0,,1.0,1.0,,1.0,,1.0,,36.0,64.0,-1.0,1,3,0
13684,1846,260234,1158578,3,1.0,310,316149,5043262,4,3,4620855.01,24,2,1,3,1,2100,3,303823,5043982,301,4620884.02,316149,5043262,310,4620855.01,27.16,23.75,,,,AC,1.0,2.0,2.0,TR,360.0,0.0,,1.0,1.0,,1.0,,1.0,,36.0,64.0,-1.0,1,3,0
13685,1847,260235,1158578,4,1.0,310,316149,5043262,4,3,4620855.01,13,2,5,3,1,820,2,316149,5043262,310,4620855.01,320239,5043984,310,4620854.02,27.16,47.81,,T,T,BS,1.0,2.0,2.0,ET,510.0,0.0,,1.0,1.0,,1.0,,1.0,,36.0,64.0,-1.0,1,3,0
13686,1848,260236,1158578,4,1.0,310,316149,5043262,4,3,4620855.01,13,2,5,3,1,1650,3,320239,5043984,310,4620854.02,316149,5043262,310,4620855.01,27.16,47.81,,,,BS,1.0,2.0,2.0,ET,510.0,0.0,,1.0,1.0,,1.0,,1.0,,36.0,64.0,-1.0,1,3,0
13687,1849,260699,1158848,1,1.0,310,316226,5043208,4,2,4620855.01,50,1,1,1,1,630,1,316226,5043208,310,4620855.01,306683,5046919,302,4620886.01,22.91,19.23,T,T,T,AC,1.0,3.0,3.0,TR,620.0,0.0,,1.0,,1.0,1.0,,1.0,,46.0,64.0,-1.0,2,2,0
13688,1850,260700,1158848,1,1.0,310,316226,5043208,4,2,4620855.01,50,1,1,1,1,1600,6,306683,5046919,302,4620886.01,317612,5042471,310,4620855.03,22.91,19.23,,,,AC,1.0,3.0,3.0,TR,620.0,0.0,,1.0,,1.0,1.0,,1.0,,46.0,64.0,-1.0,2,2,0
13689,1851,260701,1158848,1,1.0,310,316226,5043208,4,2,4620855.01,50,1,1,1,1,1650,3,317612,5042471,310,4620855.03,316226,5043208,310,4620855.01,22.91,19.23,,,,AC,1.0,3.0,3.0,TR,620.0,0.0,,1.0,,1.0,1.0,,1.0,,46.0,64.0,-1.0,2,2,0
13690,1852,260702,1158848,2,1.0,310,316226,5043208,4,2,4620855.01,50,2,1,1,1,700,1,316226,5043208,310,4620855.01,300901,5042388,102,4620043.0,22.91,22.84,,T,T,PR,1.0,3.0,3.0,TR,780.0,0.0,,1.0,,1.0,1.0,,1.0,,46.0,64.0,-1.0,2,2,0
13691,1853,260703,1158848,2,1.0,310,316226,5043208,4,2,4620855.01,50,2,1,1,1,1900,5,300901,5042388,102,4620043.0,314308,5040611,310,4620855.01,22.91,22.84,,,,PR,1.0,3.0,3.0,TR,780.0,0.0,,1.0,,1.0,1.0,,1.0,,46.0,64.0,-1.0,2,2,0
13692,1854,260704,1158848,2,1.0,310,316226,5043208,4,2,4620855.01,50,2,1,1,1,2000,3,314308,5040611,310,4620855.01,316226,5043208,310,4620855.01,22.91,22.84,,,,AC,1.0,3.0,3.0,TR,780.0,0.0,,1.0,,1.0,1.0,,1.0,,46.0,64.0,-1.0,2,2,0
13693,1855,260705,1158848,3,1.0,310,316226,5043208,4,2,4620855.01,10,1,5,3,1,750,2,316226,5043208,310,4620855.01,317612,5042471,310,4620855.03,22.91,21.56,,T,T,AP,1.0,2.0,2.0,ET,540.0,0.0,,1.0,1.0,,1.0,,1.0,,46.0,64.0,-1.0,2,2,0
13694,1856,260706,1158848,3,1.0,310,316226,5043208,4,2,4620855.01,10,1,5,3,1,1650,3,317612,5042471,310,4620855.03,316226,5043208,310,4620855.01,22.91,21.56,,,,AP,1.0,2.0,2.0,ET,540.0,0.0,,1.0,1.0,,1.0,,1.0,,46.0,64.0,-1.0,2,2,0
13695,1857,260707,1158848,4,1.0,310,316226,5043208,4,2,4620855.01,6,2,5,3,1,750,2,316226,5043208,310,4620855.01,317612,5042471,310,4620855.03,22.91,27.08,,T,T,AP,1.0,2.0,2.0,ET,540.0,0.0,,1.0,1.0,,1.0,,1.0,,46.0,64.0,-1.0,2,2,0
13696,1858,260708,1158848,4,1.0,310,316226,5043208,4,2,4620855.01,6,2,5,3,1,1650,3,317612,5042471,310,4620855.03,316226,5043208,310,4620855.01,22.91,27.08,,,,AP,1.0,2.0,2.0,ET,540.0,0.0,,1.0,1.0,,1.0,,1.0,,46.0,64.0,-1.0,2,2,0
13697,1859,261745,1159564,1,1.0,310,316354,5041630,4,2,4620855.03,34,1,1,1,1,900,1,316354,5041630,310,4620855.03,299711,5040100,101,4620062.0,29.81,26.11,T,T,T,AC,1.0,3.0,3.0,TR,420.0,0.0,,1.0,,1.0,1.0,,1.0,,4.0,64.0,-1.0,2,2,0
13698,1860,261746,1159564,1,1.0,310,316354,5041630,4,2,4620855.03,34,1,1,1,1,1445,6,299711,5040100,101,4620062.0,315943,5043749,310,4620855.01,29.81,26.11,,,,AC,1.0,3.0,3.0,TR,420.0,0.0,,1.0,,1.0,1.0,,1.0,,4.0,64.0,-1.0,2,2,0
13699,1861,261747,1159564,1,1.0,310,316354,5041630,4,2,4620855.03,34,1,1,1,1,1600,3,315943,5043749,310,4620855.01,316354,5041630,310,4620855.03,29.81,26.11,,,,AC,1.0,3.0,3.0,TR,420.0,0.0,,1.0,,1.0,1.0,,1.0,,4.0,64.0,-1.0,2,2,0
13700,1862,261748,1159564,2,1.0,310,316354,5041630,4,2,4620855.03,33,2,1,1,1,800,1,316354,5041630,310,4620855.03,317416,5042786,310,4620855.03,29.81,23.85,,T,T,AC,1.0,4.0,4.0,TR,500.0,0.0,,1.0,,1.0,1.0,,1.0,,4.0,64.0,-1.0,2,2,0
13701,1863,261749,1159564,2,1.0,310,316354,5041630,4,2,4620855.03,33,2,1,1,1,1520,6,317416,5042786,310,4620855.03,315943,5043749,310,4620855.01,29.81,23.85,,,,AC,1.0,4.0,4.0,TR,500.0,0.0,,1.0,,1.0,1.0,,1.0,,4.0,64.0,-1.0,2,2,0
13702,1864,261750,1159564,2,1.0,310,316354,5041630,4,2,4620855.03,33,2,1,1,1,1600,6,315943,5043749,310,4620855.01,316437,5042565,310,4620855.03,29.81,23.85,,,,AC,1.0,4.0,4.0,TR,500.0,0.0,,1.0,,1.0,1.0,,1.0,,4.0,64.0,-1.0,2,2,0
13703,1865,261751,1159564,2,1.0,310,316354,5041630,4,2,4620855.03,33,2,1,1,1,1620,3,316437,5042565,310,4620855.03,316354,5041630,310,4620855.03,29.81,23.85,,,,AC,1.0,4.0,4.0,TR,500.0,0.0,,1.0,,1.0,1.0,,1.0,,4.0,64.0,-1.0,2,2,0
13704,1866,261752,1159564,3,1.0,310,316354,5041630,4,2,4620855.03,6,1,5,3,1,800,2,316354,5041630,310,4620855.03,315943,5043749,310,4620855.01,29.81,21.08,,T,T,BS,1.0,2.0,2.0,ET,480.0,0.0,,1.0,1.0,,1.0,,1.0,,4.0,64.0,-1.0,2,2,0
13705,1867,261753,1159564,3,1.0,310,316354,5041630,4,2,4620855.03,6,1,5,3,1,1600,3,315943,5043749,310,4620855.01,316354,5041630,310,4620855.03,29.81,21.08,,,,AP,1.0,2.0,2.0,ET,480.0,0.0,,1.0,1.0,,1.0,,1.0,,4.0,64.0,-1.0,2,2,0
13706,1868,261754,1159564,4,,310,316354,5041630,4,2,4620855.03,4,1,5,6,3,0,7,0,0,0,,0,0,0,,29.81,32.22,,T,,,,,,,,,,,,,,,,,4.0,64.0,-1.0,2,2,0
13707,1869,262545,1160016,1,,310,317474,5044166,1,1,4620854.02,81,2,1,4,2,0,7,0,0,0,,0,0,0,,36.2,38.8,T,T,,,,,,,,,,,,,,,,,18.0,40.0,-1.0,0,1,1
13708,1870,262878,1160201,1,1.0,310,315930,5044234,1,1,4620855.01,63,1,1,1,1,515,6,315930,5044234,310,4620855.01,315930,5044234,310,4620855.01,23.39,33.4,T,T,T,AC,0.0,1.0,2.0,IND,0.0,0.0,1.0,,,,,,,,18.0,73.0,-1.0,0,1,0
13709,1871,264008,1160845,1,1.0,310,317389,5041815,2,2,4620855.03,60,1,1,4,1,1000,5,317389,5041815,310,4620855.03,311759,5048088,309,4620888.01,17.15,24.49,T,T,T,AC,1.0,3.0,3.0,LS,330.0,0.0,,1.0,,1.0,1.0,,,1.0,17.0,71.0,-1.0,0,2,2
13710,1872,264009,1160845,1,1.0,310,317389,5041815,2,2,4620855.03,60,1,1,4,1,1215,4,311759,5048088,309,4620888.01,318302,5049207,531,4620903.12,17.15,24.49,,,,AC,1.0,3.0,3.0,LS,330.0,0.0,,1.0,,1.0,1.0,,,1.0,17.0,71.0,-1.0,0,2,2
13711,1873,264010,1160845,1,1.0,310,317389,5041815,2,2,4620855.03,60,1,1,4,1,1530,3,318302,5049207,531,4620903.12,317389,5041815,310,4620855.03,17.15,24.49,,,,AC,1.0,3.0,3.0,LS,330.0,0.0,,1.0,,1.0,1.0,,,1.0,17.0,71.0,-1.0,0,2,2
13712,1874,264011,1160845,2,1.0,310,317389,5041815,2,2,4620855.03,67,2,1,4,1,100,5,317389,5041815,310,4620855.03,311759,5048088,309,4620888.01,17.15,15.89,,T,T,AP,1.0,3.0,3.0,MA,870.0,0.0,,1.0,,1.0,1.0,,,1.0,17.0,71.0,-1.0,0,2,2
13713,1875,264012,1160845,2,1.0,310,317389,5041815,2,2,4620855.03,67,2,1,4,1,1215,4,311759,5048088,309,4620888.01,318302,5049207,531,4620903.12,17.15,15.89,,,,AP,1.0,3.0,3.0,MA,870.0,0.0,,1.0,,1.0,1.0,,,1.0,17.0,71.0,-1.0,0,2,2
13714,1876,264013,1160845,2,1.0,310,317389,5041815,2,2,4620855.03,67,2,1,4,1,1530,3,318302,5049207,531,4620903.12,317389,5041815,310,4620855.03,17.15,15.89,,,,AP,1.0,3.0,3.0,MA,870.0,0.0,,1.0,,1.0,1.0,,,1.0,17.0,71.0,-1.0,0,2,2
13715,1877,264555,1161257,1,1.0,310,317113,5042448,1,1,4620855.03,63,2,1,1,1,800,5,317113,5042448,310,4620855.03,317308,5042721,310,4620855.03,23.39,27.51,T,T,T,MARCHE,1.0,2.0,2.0,MA,25.0,0.0,,1.0,1.0,,1.0,,,1.0,60.0,71.0,-1.0,0,1,0
13716,1878,264556,1161257,1,1.0,310,317113,5042448,1,1,4620855.03,63,2,1,1,1,825,3,317308,5042721,310,4620855.03,317113,5042448,310,4620855.03,23.39,27.51,,,,MARCHE,1.0,2.0,2.0,MA,25.0,0.0,,1.0,1.0,,1.0,,,1.0,60.0,71.0,-1.0,0,1,0
13717,1879,264557,1161257,1,2.0,310,317113,5042448,1,1,4620855.03,63,2,1,1,1,1458,1,317113,5042448,310,4620855.03,316954,5042314,310,4620855.03,23.39,27.51,,,T,MARCHE,1.0,2.0,2.0,TR,482.0,0.0,,1.0,1.0,,1.0,,1.0,,60.0,71.0,-1.0,0,1,0
13718,1880,264558,1161257,1,2.0,310,317113,5042448,1,1,4620855.03,63,2,1,1,1,2300,3,316954,5042314,310,4620855.03,317113,5042448,310,4620855.03,23.39,27.51,,,,MARCHE,1.0,2.0,2.0,TR,482.0,0.0,,1.0,1.0,,1.0,,1.0,,60.0,71.0,-1.0,0,1,0
13719,1881,265288,1161721,1,1.0,310,318017,5042010,2,2,4620855.03,50,2,1,1,1,700,1,318017,5042010,310,4620855.03,305861,5039705,306,4620861.0,31.34,31.24,T,T,T,AC,1.0,2.0,2.0,TR,641.0,0.0,,1.0,1.0,,1.0,,1.0,,21.0,71.0,-1.0,0,2,0
13720,1882,265289,1161721,1,1.0,310,318017,5042010,2,2,4620855.03,50,2,1,1,1,1741,3,305861,5039705,306,4620861.0,318017,5042010,310,4620855.03,31.34,31.24,,,,AC,1.0,2.0,2.0,TR,641.0,0.0,,1.0,1.0,,1.0,,1.0,,21.0,71.0,-1.0,0,2,0
13721,1883,265290,1161721,1,2.0,310,318017,5042010,2,2,4620855.03,50,2,1,1,1,1830,5,318017,5042010,310,4620855.03,317308,5042721,310,4620855.03,31.34,31.24,,,T,AC,1.0,2.0,2.0,MA,90.0,0.0,,1.0,1.0,,1.0,,,1.0,21.0,71.0,-1.0,0,2,0
13722,1884,265291,1161721,1,2.0,310,318017,5042010,2,2,4620855.03,50,2,1,1,1,2000,3,317308,5042721,310,4620855.03,318017,5042010,310,4620855.03,31.34,31.24,,,,AC,1.0,2.0,2.0,MA,90.0,0.0,,1.0,1.0,,1.0,,,1.0,21.0,71.0,-1.0,0,2,0
